job_title,company_name,rating,experience,salary,location,job_description,skills
"Marketing Executive - Chandigarh , Panipat , Dehradun",Malani Marbles Pvt. Ltd,4.5,3-5 Yrs,3-4.5 Lacs PA,"Panipat, Chandigarh, Dehradun",Own CONVEYANCE is must. . Interview Venue : Chattarpur (New Delhi). **We are looking fo...,"sales & marketing,communication skills,Marketing,Sales,Sales"
Embedded Software Engineer,Repucom,3.9,0-2 Yrs,Not disclosed,Bengaluru,"Bachelor s degree in computer science, engineering plus 5 years of experience in inform...","Unix,Telecom,C++,Linux,Coding,Shell scripting,Application development,Windows"
Embedded C++ & Linux - Engineer,Volvo Penta,,6-10 Yrs,Not disclosed,Bengaluru,"Develop embedded code in C++ language from software requirement specifications, candida...","RTOS,AUTOSAR,J1939,Linux,Testing tools,Construction equipment,data privacy,embedded software development"
Senior/Principal Backend Developer (Java/J2ee),Oracle,3.7,9-14 Yrs,Not disclosed,Hyderabad,He / She should have minimum experience of 6-20 years in Software Development,"Java,J2Ee,Spring Mvc,Spring Boot,ORM,Spring,Microservices,Bootstrap"
Python Developer,Orangescape Technologies,3.8,0-1 Yrs,Not disclosed,Chennai,". Good knowledge in one or more frameworks like Flask, WSGI(uwsgi), Web Application dev...","Web application development,Cloud,Design development,MongoDB,G2G,AWS,SQL,Python"
Cloud Platform Engineer,Accenture,4.0,3-5 Yrs,Not disclosed,Chennai,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...,"performance testing,microsoft azure,data modeling,cloud applications,aws,kubernetes,python,vmware"
Java Full Stack Developer,Tech Mahindra,3.6,5-10 Yrs,Not disclosed,"Pune, Chennai, Bengaluru"," Dear Candidate, We have urgent positions to fulfill for Java full stack Developer- Pun...","Reacts Js,Java,Restfui Web Services,Spring Boot,Microservices,Oracle SQL,Javascript,SQL"
Python Developer,Foosilz,,3-5 Yrs,Not disclosed,Bengaluru,"Bachelor s degree in computer science, computer engineering, or related field Ability t...","SIDE,Backend,Front end,Testing tools,Django,Debugging,Programming,Application software"
Senior Java Developer,Blue Data Consulting And It Services,,7-12 Yrs,Not disclosed,"Noida, Surat",candidate should be proficient in Java programming with a strong command of the SpringR...,"Agile,Java,MySQL,Spring Boot,API,Scrum,Oracle,Senior"
Senior Java Springboot Developer,client- Sapwood Ventures ,,5-8 Yrs,Not disclosed,Hyderabad,Role & responsibilities  Develop application logic for a multi-component system of appl...,"java,J2Ee,Spring Boot,Spring,Hibernate,JUnit,Gtest,linux"
Embedded Firmware Engineer,Boatload Minds,3.7,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",             Embedded Firmware Engineer      Skills Required   ? Proficient in C and C+...,"RTOS,Embedded C,C++,Embedded systems,Operating systems,Kernel programming,Data structures,Firmware"
Full Stack Developer - (ReactJS & Python),DIATOZ Solutions,4.3,3-5 Yrs,Not disclosed,Chennai,We are seeking a talented and motivated Full Stack Developer with 3-5 years of experien...,"SQL queries,Backend,Web technologies,Cloud Services,Automation tools,microsoft azure,Troubleshooting,Information technology"
Java/J2EE Developer,Sadup Soft,4.5,5-7 Yrs,Not disclosed,"Hyderabad, Bengaluru",- Seeking an experienced Java/J2EE Developer with a minimum of 5 years in Java and rela...,"Java,Applications Implementation,Javascript,J2EE,Algorithm,Data Structure,Data,Data structures"
Officer - Marketing,Bksteel Industries,,4-5 Yrs,Not disclosed,Chennai,"Required profile: . Prior experience in Sales department, Good knowledge in Computer. .","branding,business development,market research,media,advertising,email campaign,sales,research"
Junior Python Developer,Edify Technologies,4.3,0-1 Yrs,Not disclosed,"Chennai, Coimbatore","We are ISO (9001, 20000 & 27001) certified and apprised at CMMI (DEV & SVC) Level . Bac...","SQL Database,Devops,Python,Jenkins,Docker,Github,AI,Kafka"
Python Developer Lead,Infosys,3.8,3-8 Yrs,Not disclosed,"Pune, Bengaluru, Mumbai (All Areas)", Hiring Python Developer with experience range 3 years & aboveMandatory Skills: Python ...,"Python Development,Machine Learning,Python,Machine,Development"
Solution Architect,Accenture,4.0,18-23 Yrs,Not disclosed,Bengaluru,Minimum . 18 year(s) of experience is required. Educational Qualification : Masters or ...,"project management,software development,technical leadership,enterprise architecture,cloud computing,microsoft azure,presales,sales"
Cloud Migration Engineer,Accenture,4.0,5-10 Yrs,Not disclosed,Bhubaneswar,Project Role :Cloud Migration EngineerProject Role Description :Provides assessment of ...,"commvault,veeam,linux,microsoft windows,cloud infrastructure,dpm,cloud migration,vmware"
Embedded Engineer,Autograde International,3.9,3-8 Yrs,Not disclosed,"Kochi, Bengaluru","• Software development of device drivers (SPI, I2C, CAN, LIN, MEM, Timers, ADC, PWM etc...",",Usage,Testing tools,Ethernet,Integration testing,Test planning,WBS,Device driver development"
Senior Java Developer,Technoxander,4.1,5-10 Yrs,Not disclosed,Remote,"Role & responsibilities  Strong experience in JAVA 8+, microservices architecture, gRPC...","Oauth,Java Development,Spring Security,microservices,Java,Spring Boot,Java Fullstack,Spring"
Application Support Engineer,Accenture,4.0,3-5 Yrs,Not disclosed,Chennai,Project Role :Application Support EngineerProject Role Description :Act as software det...,"microsoft azure,ci/cd,docker,devops,cloud computing,continuous integration,kubernetes,redhat linux"
Marketing Executive,Easytransfer India,,0-5 Yrs,3-8 Lacs PA,"Hybrid - Kolkata, Ahmedabad, Chennai","Whether you are a fresher or have 1-2 years of experience, we provide comprehensive tra...","Lead Generation,Field Marketing,Business Development,Student Counseling,Educational Marketing,Student Engagement,Payment Solutions,Cold Calling"
Software Engineer,Shalom Media,,1-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",   We are seeking a passionate and experienced Full Stack Developer to join our team as...,"Cloud computing,continuous integration,Ticketing,Software development methodologies,Agile development,Debugging,Management,CRM"
Python Developer,Imbibe Consultancy Services,4.5,5-8 Yrs,Not disclosed,Bengaluru,Very good understanding of the Linux ecosystem,"Backend,Front end,GIT,Linux,GCP,Django,Machine learning,Test cases"
Python Developer (3yrs of Exp with Max 30days joiner),Tech Mahindra,3.6,3-7 Yrs,10-13 Lacs PA,"Noida, Pune",Preferably a degree or diploma in Computer Science or a similar discipline Prior experi...,"OOPS,Pandas,SQL Queries,Python Development,Numpy,Data Warehousing,Warehouse,Data"
Java Developer,Infosys,3.8,3-8 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru","and build POCs. You will create requirement specifications from the business needs, def...","java,Java Spring Boot,Spring Boot,Microservices,Spring Mvc,Bootstrap,Boot,Java Development"
Embedded Engineer,Manpower Group Services Pvt.Ltd,,3-5 Yrs,1-6 Lacs PA,Hyderabad(Gachibowli),"Qualifications: B Tech / B E - ECE, M Tech /M E - Embedded Systems, ECE only, . Require...","Embedded Systems,RTOS,C++,C,Network Protocols,Github,Embedded Protocols,Python"
Python Developer,Future Focus Infotech Pvt Ltd,,4-9 Yrs,Not disclosed,Mumbai (All Areas), Greetings from Future Focus Infotech!!!We have multiple opportunities Python Developer...,"Python,Python Framework,Pandas,Framework,Python Development,Development"
Embedded Hardware Engineer L1 -,Teksun,3.4,0-1 Yrs,Not disclosed,Bengaluru,Find the dream job you ve always wanted. Embedded Hardware Engineer L1 (Freshers) - Ban...,"Hardware testing,Layout design,Simulation,Analog,Debugging,Power supply,RS232,Hardware"
"Business Development And Marketing Executive (Andheri)
",Millennium Organisation,2.9,0-3 Yrs,3-6 Lacs PA,"Mumbai, Mumbai (All Areas)",Graduate or Postgraduate in any stream  Freshers  Willingness to Learn and Develop,"BBA,Marketing,Sales,Fresher,Interpersonal Skills,Bmm,Promotions,Bhm"
Java Developer ( Product Development ) : Bangalore,Oracle,3.7,5-10 Yrs,Not disclosed,Hybrid - Bengaluru," Develop new product features using Java, JSON/Jersey and RESTful Web Services in Windo...","Java,Rest Web Api,Spring Boot,SQL,Microservices,Java Development,Web API,Spring"
Embedded Hardware Engineer,Robotronicx Systems,,0-4 Yrs,Not disclosed,Kolkata,". We are seeking an accomplished full-time Embedded Hardware Engineer, who has 0 to 4 y...","Layout design,Analog,System integration,Hardware,Manager Quality Control,SMD,PCB designing,Testing"
Senior Embedded Engineer,Chheda Electricals And Electronics,3.8,3-7 Yrs,Not disclosed,Pune,Design and Development of Embedded SystemsoCollaborating with cross functional teams to...,"Embedded C,Embedded Programming,Software Development,C,Communication Protocols,Microcontroller,Programming,Software Design"
Embedded Systems Engineer Intern,Aebocode Technologies,4.6,No fixed duration,Unpaid,Panchkula,,
IOT & Embedded Engineer - Hyderabad,Livello India,,2-4 Yrs,Not disclosed,Hyderabad(Gachibowli),. Bachelors / Masters in Electronics / Electrical/Electronics and telecommunication fro...,"Mqtt,IOT core,Embedded Systems,Python,IOT,Java,Raspberry Pi,Docker"
Marketing Executive,Globalcore  Packaging,,0-2 Yrs,3.6-4.8 Lacs PA,New Delhi,Responsibilities:* Collaborate with cross-functional teams on product launches* Manage ...,"B2B Marketing,Sales And Marketing,B2B Sales,English,Hindi,Sales,Marketing,Sales"
SENIOR DEVOPS ENGINEER,Repucom,3.9,1-3 Yrs,Not disclosed,Bengaluru,   Develop and enrich our platform components by leveraging open source software; drive...,"Cloud computing,Automation,Data management,Coding,Social media,Scrum,Open source,Monitoring"
Lead Software Engineer,Trimble Applanix,,5-8 Yrs,Not disclosed,Chennai,Your comprehensive experience and marketable skills will be crucial in driving the succ...,"Cloud computing,Supply chain management,Lead Software,XML,JSON,Unit testing,JIRA,Analytics"
Cloud Platform Engineer,Accenture,4.0,3-5 Yrs,Not disclosed,Bengaluru,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...,"networking concepts,storage area network,emc storage,protocols,cloud computing,kubernetes,san,python"
Java Developer,Oracle,3.7,4-9 Yrs,Not disclosed,"Hyderabad, Bengaluru","Looking for a full stack developer who is ready to work on ""high-in-demand"" database ma...","Java,Core Java,full stack development,MySQL,Agile,Oracle,microservices,Fullstack Development"
"Senior Software Engineer, Fullstack",Affinidi Group,3.7,4-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Contributing to team and organizational improvements in process and infrastructure . Im...,"System architecture,Cloud computing,Backend,HP data protector,Architecture,Coding,Performance testing,Troubleshooting"
Brand Marketing Executive,MALABAR GOLD & DIAMONDS,4.2,2-3 Yrs,4.5-7 Lacs PA,Mumbai (All Areas)(Andheri MIDC),Company Name: Malabar Gold & Diamonds. Exp Required: 2-3 Years - Brand Marketing. Job L...,"Brand Marketing,Brand Communication,Brand Positioning,Marketing Communication,Positioning,Branding,Marketing,Brand"
Java Full Stack Developer,Net2Source INC,,5-10 Yrs,Not disclosed,"Hyderabad, Bangalore Rural, Chennai","Strong problem solving, analytical skills, Good communication and presentation skills, ...","java,java8,React.Js,springboot,microservices,kafka,MongoDB,Full Stack"
Python Software Developer,Stackyzer,,0-2 Yrs,2.5-4 Lacs PA,Ahmedabad,Preferred candidate profile Proficient understanding of version control tools like GIT ...,"Python Development,Linux,Artificial Intelligence,Database Management,Ci/Cd,Machine Learning,Python,Machine"
Sr. Python Backend Developer,Winning Edge,2.5,7-11 Yrs,Not disclosed,Bengaluru,"year (bachelors) degree in computer science, software engineering, or similar fieldPrac...","Python,GitHub,PostgreSQL,Service Oriented Architecture,Object Oriented Programming,Microservices,REST API,Docker"
Lead I - Python Developer,UST,3.8,5-7 Yrs,Not disclosed,Bengaluru,Requirements: . Strong Python programming skills. Should have experience either in buil...,"Hardware testing,Automation,GCP,Diversity and Inclusion,Django,devops,Programming,Firmware"
Data Engineer -Python API,Aerial Telecom Solutions (ATS),4.4,7-10 Yrs,15-18 Lacs PA,"Hyderabad, Pune, Bengaluru",Google Cloud Professional Data Engineer CertifiedHave good knowledge in the usage of th...,"SQL Alchemy,PLSQL,Python,SQL,Flask,Data Engineering,Sqlalchemy,API"
Python Developer,Future Focus Infotech Pvt Ltd,,4-7 Yrs,Not disclosed,Mumbai (All Areas), Greetings from Future Focus Infotech!!!We have multiple opportunities Python Developer...,"Python,Django,Pandas,Development,Python Development"
Java Full Stack Developer,Net2Source,,5-10 Yrs,Not disclosed,Hybrid - Chennai,"Strong problem solving, analytical skills, Good communication and presentation skills, ...","Java,Spring Boot,REACT JS,Reacts Js,Microservices,Javascript,Spring,Boot"
Python Software Developer,Admaren Tech,3.4,2-7 Yrs,Not disclosed,"Kochi, Ernakulam",Optimization of the application for maximum speed and scalability Well-established expe...,"Django Rest Api,Python Development,Agile Methodology,Django,Django Framework,JIRA,Backend Development,Python"
Java Full Stack Developer,Suwanee Technologies,4.7,8-13 Yrs,Not disclosed,Hyderabad," Title: Java Full Stack Developer Locations: HyderabadParticipates in the analysis, des...","Azure,java,Splunk,NodeJS,AWS,Full Stack,Development,Microsoft Azure"
Marketing Executive,Apprely Technologies,4.8,0-2 Yrs,Not disclosed,Remote,"Bachelors degree in Marketing, Business Related fieldCandidate must have experience in ...","Lead generation,Email marketing,Social media,Marketing campaigns,Market research,Brand awareness,SEM,SEO"
Embedded Engineer,Recorders & Medicare Systems (RMS),3.1,1-4 Yrs,Not disclosed,Panchkula,  Designing and developing embedded systems software and firmware for microcontroller-b...,"Embedded Engineer,Embedded systems"
Marketing Executive,Ram-Nath &amp;amp; Co,3.8,0-4 Yrs,Not disclosed,Chennai,  Researching and brainstorming each stage of the project.   Delegating assignments to ...,"PDF,C,Marketing Executive,RAM,Marketing"
Python Software Developer,Bitssens Technologies,,4-9 Yrs,7-10 Lacs PA,Gurugram,"Bachelors or Masters degree in Computer Science, Engineering, or a related field is pre...","Web Framework,Django,Api Design And Development,SQL Database,Python Development,Data Transformation,Problem Solving,Data Extraction"
Sr Java Full Stack Developer,Oracle,3.7,6-11 Yrs,Not disclosed,Hyderabad, Are you passionate about building world-class enterprise applications and working with...,"Linux,J2Ee,Java Fullstack,Cloud Native,Microservices,Cloud,Full Stack,SR"
Marketing Executive,Stonera Systems,3.2,4-5 Yrs,3.25-5 Lacs PA,Bengaluru,Preferred candidate profile . Graduate in any discipline. Should have 4 - 5 years of wo...,"Sales And Marketing,Sales,Marketing,Sales"
Python Developer with AWS,Strategic Resources International,,5-10 Yrs,10-20 Lacs PA,Bengaluru,Hands-on experience developing high-performance APIs & Web applications using PythonExp...,"Python Developer,AI models,Machine Learning,AWS Infra,AWS,storage services,PostgreSQL,networking services"
Marketing Executive (0 - 3 Yrs) @ SIA Publication @ Hyderabad!,SIA PUBLISHERS & DISTRIBUTORS,,0-3 Yrs,2.5-3 Lacs PA,Hyderabad,Preferred candidate profile . Freshers / experience with excellent interpersonal skills...,"Marketing,Educational Marketing,Education Sales,Client Relation,Education Industry,Sales,Publishing,Educational sales"
Java Full Stack Developer,L&T Infotech (LTI),,5-10 Yrs,15-30 Lacs PA,"Pune, Chennai, Bengaluru",MIninmum expirience required is of 5 Years,"Java Fullstack,Microservices,Angular,Spring Boot,Full Stack,Spring,Development,Java"
Java Full Stack Developer - Spring/Hibernate,Qcentrio,4.5,4-9 Yrs,Not disclosed,"Mumbai, Chennai, Bengaluru","UG: Any Graduate PG: Any Postgraduate Mandatory Skill: Java, AngularJS, Maven, Hibernat...","Maven,Hibernate,Web services,jQuery,Version control,Control system,Javascript,PLSQL"
Godrej Locks | Local Area Marketing | Bangalore | AM/DM,Godrej & Boyce (G&B),3.9,2-7 Yrs,Not disclosed,Bengaluru,Enhancing retail brand visibility and setting up product display at the Premium Experie...,"Brand Visibility,Brand Activation,event management,Trade Marketing,Exhibitions,Campaign Management,Btl Activation,Ams"
Sr Java Full Stack Developer,TechAffinity,3.8,4-6 Yrs,Not disclosed,Chennai,We are seeking a skilled Java Developer with a minimum of 4 years of experience to join...,"Object oriented design,Hibernate,Front end,Version control,GIT,MySQL,Javascript,HTML"
Assistant General Manager Marketing(AGM-Marketing),Joyalukkas India Limited,4.2,10-20 Yrs,25-35 Lacs PA,Bengaluru, Job Title: Assistant General Manager-Marketing(AGM) Location: Banglore Reports To: DGM...,"Marketing Strategy,Brand Marketing,Brand Development,Marketing Management,Branding,General,Management,Marketing"
Software Developer -  Java and Kotlin - Germnay,Team Plus Staffing Solution,,5-10 Yrs,30-45 Lacs PA,"Pune, Bengaluru, Delhi / NCR",professional experience in the development of backend systems for web-based software Yo...,"java,Docker,Java Development,Kafka,Kotlin,PostgreSQL,Spring Cloud tech stack,MongoDB"
Infrastructure Engineer,Accenture,4.0,0-2 Yrs,Not disclosed,Coimbatore,Educational Qualification : 15 years full time education. Summary :As an Infrastructure...,"commvault backup administration,microsoft azure,gcp,cloud infrastructure,aws,vmware,google,networking"
Cloud Operations Manager,Nokia,4.2,3-8 Yrs,Not disclosed,Bengaluru,The Cloud Operations Manager plays a crucial role in our team. This position involves m...,"azure cloud services,microsoft azure,google,site reliability engineering,configuration management tools,c#,kubernetes,project management"
"Software Engineer, Senior Fullstack",Affinidi Group,3.7,4-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Contributing to team and organizational improvements in process and infrastructure . Im...,"System architecture,Cloud computing,Backend,HP data protector,Architecture,Coding,Performance testing,Troubleshooting"
Java Developer,HCLTech,3.6,3-5 Yrs,4.5-9 Lacs PA,Hybrid - Chennai,"Java 8+, Spring Boot","Java,Spring Boot,Microservices,Java Development,Spring,Development,Boot"
Python Developer,Future Focus Infotech Pvt Ltd,,4-9 Yrs,Not disclosed,"Hyderabad, Pune, Mumbai (All Areas)", Greetings from Future Focus Infotech!!!We have multiple opportunities Python Developer...,"Python,Python Framework,Pandas,Framework,Development,Python Development"
Freshers - Marketing Executive,Caliber Organisation,4.6,0-3 Yrs,Not disclosed,"Mumbai, Thane, Navi Mumbai","Here, the only person to stop you from succeeding is you. . As one of the most progress...","Marketing,influencing skills,team management,PGDM,branding,BMS,business development,corporate sales"
Embedded Engineer,Eldaas Technologies,3.3,3-8 Yrs,Not disclosed,Bengaluru,Experience working with device drivers for serial communication protocols such as SPI /...,"Rtos,Software Development,Device Drivers,Communication Protocols,C + +,Embedded Linux,I2C,Firmware"
"Engineer, Senior Staff / Manager - TAM Embedded BSP","Qualcomm Technologies, Inc",3.9,13-20 Yrs,Not disclosed,Bengaluru,"Minimum Qualifications: . Bachelors degree in Engineering, Information Systems, Compute...","Product management,Analytical,Linux kernel,Agile,Scheduling,Account management,Firmware,Embedded software"
Azure DevOps engineers,Intersoft Kk,3.2,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Intersoft KK is looking for Azure DevOps engineers to join our dynamic team and embark ...,"tfs,continuous integration,kubernetes,ci/cd,sonar,azure devops,docker,ansible"
Cloud Migration Engineer,Accenture,4.0,7-12 Yrs,Not disclosed,Bhubaneswar,Project Role :Cloud Migration EngineerProject Role Description :Provides assessment of ...,"cloud technologies,docker,cloud applications,terraform,cloud automation devops,kubernetes,cloud migration,vmware"
.Net Fullstack Developer with Angular/React with any Cloud (Azure/AWS),Zensar,,5-10 Yrs,20-32.5 Lacs PA,"Hyderabad, Pune, Bengaluru"," Hi,  Hope you are looking for a job change. We have opening for .Net Fullstack Develop...","Angular,Microservices Development,Azure Cloud,ASP.Net,Net Fullstack,Entity Framework Core,.Net Core,Aws Cloud"
Embedded Engineer,Squalas,,1-6 Yrs,Not disclosed,Hyderabad,Must be having 65% and above throughout the academicsCandidate should be interested to ...,"RTOS,VXWorks,Socket programming,Simulation,USB,Analog,Ethernet,Debugging"
Python Developer,Sun Mobility,,3-8 Yrs,8-15 Lacs PA,Bengaluru(Whitefield),"Qualifications: . Bachelors Degree in Computer Science, IT, or a related fieldProgrammi...","Python Development,database,SQL,Development,DBMS,Python"
"Full Stack developer with JAVA, SQL, ReAct, Python",DWS Group,4.1,0-2 Yrs,Not disclosed,Pune,Supporting academic background in computer science (graduate) Be prepared to take your ...,"Computer science,Automation,Production support,Agile,Scrum,Open source,Monitoring,Financial services"
Backend Engineer,Locad,,0-2 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Work from home or wherever you feel the most productive in a fully remote and globally ...,"Supply chain,Cloud computing,Health insurance,Backend,Architecture,Coding,Application software,AWS"
Python Developer,Leading Client,,3-8 Yrs,Not disclosed,Gurugram,"Bachelors degree in Computer Science, Engineering, or a related fieldThe ideal candidat...","Python programming,Azure,NoSQL databases,PostgreSQL,Python Developer,Redis,Google Cloud,Git"
Website Marketing Executives,Blue Moon Marketing,,0-2 Yrs,Not disclosed,New Delhi,Blue Moon Marketing is looking for Website Marketing Executives to join our dynamic tea...,"Marketing Executive,Web marketing,Marketing,Web technologies"
Hiring | Python Software Developer | Global MNC,Global MNC,,8-12 Yrs,Not disclosed,"Chennai, Coimbatore, Bengaluru",Educational Qualification : Minimum 15 years full time of education Engineering Graduat...,"Python,Logistic Regression,Decision Tree,Power Bi,SVM,Tableau,Machine Learning,Ml Algorithms"
Cloud Platform Engineer,Xoom,,1-3 Yrs,Not disclosed,"Chennai, Bengaluru","Oversee the implementation, maintenance, and optimization of cloud-based solutions . M ...","Cloud computing,Automation,Configuration management,Cloud,Resource management,Operations,Virtualization,Financial services"
Software Engineer Dev Python REQ/667,Sysvine Technologies,4.0,3-6 Yrs,Not disclosed,Chennai, We are seeking a talented and self-motivated Software Engineer with skills in Python w...,"Version control,RDBMS,XML,Postgresql,MySQL,Web development,Javascript,Oracle"
Cloud Platform Engineer,Accenture,4.0,3-8 Yrs,Not disclosed,Coimbatore,Educational Qualification : 15 years of full time education. Summary :As a Cloud Platfo...,"cloud integration,cloud architecture,cloud applications,salesforce service cloud,cloud infrastructure,kubernetes,python,microsoft azure"
Marketing Executive,Esolutionplanet,,0-2 Yrs,Not disclosed,New Delhi,ESolutionPlanet is looking for Marketing Executive to join our dynamic team and embark ...,"visualforce,branding,sfdc,business development,advertising,triggers,tracking,dashboards"
Application Developer,Accenture,4.0,0-2 Yrs,Not disclosed,Chennai,Minimum 0-2 year(s) of experience is required. Educational Qualification : 15 years ful...,"software development,epic,database management,java,agile,c++,order management,jdbc"
Java Full Stack Developer,Wipro,3.7,6-10 Yrs,9-17 Lacs PA,"Hybrid - Pune, Bengaluru"," Full stack Java developer experience in end to end development, unit testing and suppo...","Spring Mvc,Spring Boot,Java Fullstack,React Js,Angular,Full Stack,Development,Boot"
Digital Marketing Trainee,Netedge Computing Solutions,4.4,0-1 Yrs,Not disclosed,Noida,"- Create & Maintain Social Presence (LinkedIn, Facebook, Insta, Youtube, X) - Design & ...","Brand Promotion,Digital Marketing,Email Marketing,Social Media Marketing,Lead Generation,Online Branding,Internet Marketing,Social Media Optimization"
Embedded Hardware Engineer,Dagslore,,0-1 Yrs,Not disclosed,Coimbatore,Dagslore Technology Solutions | Embedded Hardware Engineer jobs coimbatore | Embedded H...,"C++,c,technical,specification,Product design,Computer science,Copyright,Analytical"
Marketing Executive,Invoscape,,0-1 Yrs,Not disclosed,Chennai,Invoscape is looking for Marketing Executive to join our dynamic team and embark on a r...,"visualforce,branding,sfdc,business development,advertising,triggers,tracking,dashboards"
"Senior Embedded Engineer, Computer Vision Technologies - XR Research","Qualcomm Technologies, Inc",3.9,3-6 Yrs,Not disclosed,Bengaluru,"Bachelors degree in Engineering, Information Systems, Computer Science, or related fiel...","Computer science,Prototype,Linux,FPGA,Firmware,Sensors,Windows,SPI"
Senior Software Engineer -Python,Leading Client,,6-10 Yrs,Not disclosed,Hyderabad,Minimum Qualifications: Bachelor`s Degree in Engineering or similar degreeCandidate Exp...,"Python,Agile Methodology,MySQL,Go,PHP,software design patterns,backend development,Golang"
Trainee Software Engineer,Terralogic Software Solutions,3.2,15-16 Yrs,Not disclosed,"Hyderabad, Chennai, Nellore, Bengaluru","We are seeking New graduates in MCA, BE / BTech/ME / MTech in CS / ECE / IT / EEE / Mec...","Cloud computing,C++,Project management,Web development,Javascript,HTML,Scheduling,Troubleshooting"
ASP.NET Core MVC C# Developer,Next Chapter Technology,,3-7 Yrs,Not disclosed,Chennai(Thiyagaraya Nagar),This role is an excellent opportunity to gain hands-on experience in web development an...,"Asp.Net Core Mvc,C#,LINQ,Web API 2.0,ASP.Net,Azure App Service,Ms Azure,ASP.Net MVC"
Senior Embedded Software Engineer,Timesys Corporation,4.6,5-10 Yrs,Not disclosed,"Chennai, Coimbatore","  Driver development and new hardware enablement on Linux, Android or RTOS   Integrate ...","RTOS,Shell scripting,Debugging,Perl,software quality,Open source,Android,Python"
Cloud Platform Engineer,Accenture,4.0,3-7 Yrs,Not disclosed,Bengaluru,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...,"microsoft azure,docker,cloud architecture,devops,aws,kubernetes,python,vmware"
Senior Java Developer,Ageis Recruitment And Hr Consultancy,,4-8 Yrs,Not disclosed,Bengaluru,"Develop s/w programs with best of design patterns, data Structures & algorithms Work in...","J2Ee,Java,Spring,S3,MQTT,PubSub,Maven,Unit Testing"
Java Python Developer,Qcentrio,4.5,4-8 Yrs,Not disclosed,"Mumbai, Hyderabad, Pune, Chennai, Bengaluru","UG: Any Graduate, BTech / BE in Any Specialization PG: Any Postgraduate Mandatory Skill...","Hibernate,jQuery,Version control,Coding,Javascript,PLSQL,Regression testing,Scrum"
Embedded Engineer (ECE),Vardhman Airports Solutions Pvt. Ltd ,3.8,2-4 Yrs,7-10 Lacs PA,"New Delhi(Moti Nagar), Delhi / NCR","Must be B Tech in Electronics & Communication Engineering Must have working expon STM, ...","C,Embedded Engineer,STM,Firmware Developer,Embedded,Embedded C,C++,PCB Designing"
Python Developer,Kae Capital (QuickAds),,2-4 Yrs,11-20 Lacs PA,Hybrid - Gurugram,"Bachelors degree in Computer Science, Engineering, or a related field (or equivalent ex...","AWS,Python,Algorithms,Data Structures,Flask,Python Development,Development,Data"
Python Developer - Immediate,IntraEdge Technology,4.1,5-10 Yrs,Not disclosed,Remote," Minimum 4+ experience, 8+ for Senior Required Technical Qualifications for both levels...","GIT,Data Structures,OOPS,Python Development,AWS,Distribution System,Algorithms,Python"
Linux / Android Embedded Engineers,Sirius Embedded Software (p),,2-5 Yrs,Not disclosed,Bengaluru,Skills and Requirements: Passionate about software development Strong experience in emb...,"github,development,interfaces,c,software,level,Debugging,Embedded Linux"
Java Full Stack Developer,Net2Source,,5-8 Yrs,Not disclosed,Pune, Principal responsibilitiesShould have 5+ years of experience in web application develo...,"Java,Angular React,Spring Boot,MVC Framework,J2Ee,Angular,Spring,Full Stack"
Embedded Software Engineer,Timesys Corporation,4.6,1-3 Yrs,Not disclosed,"Chennai, Coimbatore","Degree in Computer Science, Computer, Electrical Engineering (with software development...","RTOS,Health insurance,GIT,Linux,Operating systems,SOC,Open source,Android"
Azure Devops Engineer,Siemens,4.1,0-6 Yrs,Not disclosed,Chennai,"Bachelor s degree incomputer science, Engineering, or a related fieldProven experience ...","Computer science,Backend,Web technologies,Architecture,Database design,devops,Consulting,Siemens"
Java Full Stack Developer,Smiths Detection,3.7,6-11 Yrs,Not disclosed,Hybrid - Bengaluru,"Experience and Skills: . Bachelors degree in computer science, Engineering, or a relate...","Java,Docker,Cloud,Angular,OOPS,Microservices,Full Stack,Development"
Java Developer,Imbibe Consultancy Services,4.5,4-8 Yrs,Not disclosed,"Kochi, Pune, Chennai, Coimbatore, Bengaluru"," We are looking for hungry, highly skilled and motivated individuals to join our dynami...","Supply chain,Object oriented design,JMS,Hibernate,Front end,Data modeling,Healthcare,JPA"
Software developer - Java,athenahealth,4.2,2-5 Yrs,Not disclosed,Hybrid - Chennai,"But enough about us, lets talk about you. You are a developer with extensive experience...","java,Spring Boot,Microservices,Software,Boot,Spring,Software development,Development"
